Registry Number,Business Name,Entity Type,Registry Date,Associated Name Type,First Name,Middle Name,Last Name,Suffix,Not of Record Entity,Entity of Record Reg Number,Entity of Record Name,Address ,Address Continued,City,State,Zip Code
153684890,FREEHORSE WORK WEAR LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,1460 NE MASON DR,,PRINEVILLE,OR,97754
153684890,FREEHORSE WORK WEAR LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1460 NE MASON DR,,PRINEVILLE,OR,97754
153684890,FREEHORSE WORK WEAR LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,85875095,LEGALINC CORPORATE SERVICES INC,942 WINDEMERE DRIVE NW,,SALEM,OR,97304
153684791,SHERIDAN SENIOR LIVING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,1900 HINES ST SE STE 150,,SALEM,OR,97302
153684791,SHERIDAN SENIOR LIVING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1900 HINES ST SE STE 150,,SALEM,OR,97302
153684791,SHERIDAN SENIOR LIVING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,DOUGLAS,,SPROUL,,,,,1900 HINES ST SE STE 150,,SALEM,OR,97302
153685194,JACK BLODGETT LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,1778 NW WILD RYE CIRCLE,,BEND,OR,97703
153685194,JACK BLODGETT LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1778 NW WILD RYE CIRCLE,,BEND,OR,97703
153685194,JACK BLODGETT LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,WILL,,GESIK,,,,,9832 SW 52ND AVE,,PORTLAND,OR,97219
153443198,CAPITAL PLANNING SERVICES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,5305 RIVER RD NORTH,SUITE B,KEIZER,OR,97303
153443198,CAPITAL PLANNING SERVICES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5305 RIVER RD NORTH,SUITE B,KEIZER,OR,97303
153443198,CAPITAL PLANNING SERVICES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,51329093,NORTHWEST REGISTERED AGENT LLC,5305 RIVER RD NORTH,SUITE B,KEIZER,OR,97303
153683595,121 COURT ST HOUSE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,6427 SE 80TH AVE,,PORTLAND,OR,97206
153683595,121 COURT ST HOUSE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,6427 SE 80TH AVE,,PORTLAND,OR,97206
153683595,121 COURT ST HOUSE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,JAMIE,,RASKAUSKAS,,,,,6427 SE 80TH AVE,,PORTLAND,OR,97206
153686192,CEECEES CLEANING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,5305 RIVER RD N STE B,,KEIZER,OR,97303
153686192,CEECEES CLEANING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5305 RIVER RD N STE B,,KEIZER,OR,97303
153686192,CEECEES CLEANING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,51329093,NORTHWEST REGISTERED AGENT LLC,5305 RIVER RD N STE B,,KEIZER,OR,97303
153686093,DISCOUNT WELDING INC,DOMESTIC BUSINESS CORPORATION,03/15/2019,MAILING ADDRESS,,,,,,,,7420 SE 112TH AVE,,PORTLAND,OR,97266
153686093,DISCOUNT WELDING INC,DOMESTIC BUSINESS CORPORATION,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7420 SE 112TH AVE,,PORTLAND,OR,97266
153686093,DISCOUNT WELDING INC,DOMESTIC BUSINESS CORPORATION,03/15/2019,REGISTERED AGENT,EUGENE,J,KNUDSON,,,,,7420 SE 112TH AVE,,PORTLAND,OR,97266
153686796,JD RELIABLE CONSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,2333 STRASBURG DR,,FOREST GROVE,OR,97116
153686796,JD RELIABLE CONSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2333 STRASBURG DR,,FOREST GROVE,OR,97116
153686796,JD RELIABLE CONSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,JUAN,C,DELGADO,,,,,2333 STRASBURG DR,,FOREST GROVE,OR,97116
153685699,JAB INDUSTRIES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,61149 S HWY 97 #549,,BEND,OR,97702
153685699,JAB INDUSTRIES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,60055 CINDER BUTTE RD,,BEND,OR,97702
153685699,JAB INDUSTRIES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,JERRY,,PECK,,,,,60055 CINDER BUTTE RD,,BEND,OR,97702
153685293,MUNCH LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,14705 CATALPA WAY,,OREGON CITY,OR,97045
153685293,MUNCH LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5285 SW MEADOWS RD,SUITE 188,LAKE OSWEGO,OR,97035
153685293,MUNCH LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,HOLLY,MARIE,RAY,,,,,14705 CATALPA WAY,,OREGON CITY,OR,97045
153683496,"REMINE, INC.",FOREIGN BUSINESS CORPORATION,03/15/2019,MAILING ADDRESS,,,,,,,,2722 MERRILEE DR,STE 300,FAIRFAX,VA,22031
153683496,"REMINE, INC.",FOREIGN BUSINESS CORPORATION,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2722 MERRILEE DRIVE,SUITE 300,FAIRFAX,VA,22031
153683496,"REMINE, INC.",FOREIGN BUSINESS CORPORATION,03/15/2019,REGISTERED AGENT,,,,,,75788399,REGISTERED AGENTS INC,5305 RIVER RD NORTH STE B,,KEIZER,OR,97303
153683496,"REMINE, INC.",FOREIGN BUSINESS CORPORATION,03/15/2019,REGISTERED AGENT,,,,,,75788399,"REGISTERED AGENTS INC, A CORPORATION OF WYOMING",5305 RIVER RD NORTH STE B,,KEIZER,OR,97303
153687091,"BRAND NAVIGATION, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,623 ELKADER STREET,,ASHLAND,OR,97520
153687091,"BRAND NAVIGATION, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,623 ELKADER STREET,,ASHLAND,OR,97520
153687091,"BRAND NAVIGATION, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,WILLIAM,A,CHIARAVALLE,,,,,621 ELKADER STREET,,ASHLAND,OR,97520
153687190,SHANSHAN MASSAGE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,3499 NE JOHN OLSEN AVE,,HILLSBORO,OR,97124
153687190,SHANSHAN MASSAGE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3499 NE JOHN OLSEN AVE,,HILLSBORO,OR,97124
153687190,SHANSHAN MASSAGE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,SHANSHAN,,XING,,,,,3499 NE JOHN OLSEN AVE,,HILLSBORO,OR,97124
153688396,PAYSON SHEET METAL COMPANY,FOREIGN BUSINESS CORPORATION,03/15/2019,MAILING ADDRESS,,,,,,,,3900 GRANT,,CENTRAL POINT,OR,97502
153688396,PAYSON SHEET METAL COMPANY,FOREIGN BUSINESS CORPORATION,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3900 GRANT,,CENTRAL POINT,OR,97502
153688396,PAYSON SHEET METAL COMPANY,FOREIGN BUSINESS CORPORATION,03/15/2019,REGISTERED AGENT,,,,,,15872088,CORPORATION SERVICE COMPANY,1127 BROADWAY ST,STE 310,SALEM,OR,97301
153684395,ESTACADA TRUE VALUE,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,STEVEN,G,DAVIS,JR,,,,23434 SE MCCABE RD,,SANDY,OR,97055
153684395,ESTACADA TRUE VALUE,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,310 SE MAIN ST,,ESTACADA,OR,97023
153681797,SUNRIVER DREAM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,28445 SE LUSTED RD,,GRESHAM,OR,97080
153681797,SUNRIVER DREAM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,28445 SE LUSTED RD,,GRESHAM,OR,97080
153681797,SUNRIVER DREAM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,GEORGE,,MOKAN,,,,,28445 SE LUSTED RD,,GRESHAM,OR,97080
153687497,DELANO CONSULTING,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,JULIE,A,DELANO,,,,,729 N MAIN STREET,,NEWBERG,OR,97132
153687497,DELANO CONSULTING,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,729 N MAIN STREET,,NEWBERG,OR,97132
149798092,COUNTRY BLOOM NATURAL SKINCARE,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,AMANDA,RAE,HENDRICKS,,,,,601 E COURT ST/#5,,CONDON,OR,97823
149798092,COUNTRY BLOOM NATURAL SKINCARE,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,601 E COURT ST,,CONDON,OR,97823
153078093,"RYAN BLOCK INDUSTRIES & CONSTRUCTION, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,117 E ROSE ST,,WALLA WALLA,WA,99362
153078093,"RYAN BLOCK INDUSTRIES & CONSTRUCTION, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,117 E ROSE ST,,WALLA WALLA,WA,99362
153078093,"RYAN BLOCK INDUSTRIES & CONSTRUCTION, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,LINDA,,MAUGHAN,,,,,229 SE 20TH PL,,MILTON FREEWATER,OR,97862
153688693,"VILLAGEPLAN CARE OPTIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,3518 6TH AVENUE,SUITE 300,TACOMA,WA,98406
153688693,"VILLAGEPLAN CARE OPTIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,521 N ARGONNE RD,BLDG B STE 103,SPOKANE VALLEY,WA,99212
153688693,"VILLAGEPLAN CARE OPTIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,NANCY,,NGUYEN,,,,,29895 SW ROSE LAN,APT 42,WILSONVILLE,OR,97070
153690392,"MORELL PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,PO BOX 1959,,HILLSBORO,OR,97123
153690392,"MORELL PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,561 NE LINCOLN ST,,HILLSBORO,OR,97124
153690392,"MORELL PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,ERIN,MICHELLE,EVERS,,,,,561 NE LINCOLN ST,,HILLSBORO,OR,97124
153690798,SUNROOM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,5305 RIVER RD N STE B,,KEIZER,OR,97303
153690798,SUNROOM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5305 RIVER RD N STE B,,KEIZER,OR,97303
153690798,SUNROOM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,51329093,NORTHWEST REGISTERED AGENT LLC,5305 RIVER RD N STE B,,KEIZER,OR,97303
153690194,JUSTICE SHEPHERDS,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,ROBERTA,A,ORRE-EITNER,,,,,26820 REILING AVE,,MONROE,OR,97456
153690194,JUSTICE SHEPHERDS,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,26820 REILING AVENUE,,MONROE,OR,97456
153688099,SUPERSKEWER LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,3343 LAWRENCE ST SE,,SALEM,OR,97302
153688099,SUPERSKEWER LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3343 LAWRENCE ST SE,,SALEM,OR,97302
153688099,SUPERSKEWER LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,VICTOR,,PEREZ,,,,,3343 LAWRENCE ST SE,,SALEM,OR,97302
153690897,THE BOTANICAL JOINT,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,SUE,,CARLTON,,,,,6127 SE 92ND AVE,,PORTLAND,OR,97266
153690897,THE BOTANICAL JOINT,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,6127 SE 92ND AVE,,PORTLAND,OR,97266
151905990,MICAH'S MEATS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,7329 SE 83RD AVE,,PORTLAND,OR,97266
151905990,MICAH'S MEATS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7329 SE 83RD AVE,,PORTLAND,OR,97266
151905990,MICAH'S MEATS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,MICAH,K,BELKA,,,,,7329 SE 83RD AVE,,PORTLAND,OR,97266
153672796,SOCIALAUTO,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,,,,,,146513395,"SNAP BACK CREATIVE, LLC",1733 US 97,,MADRAS,OR,97741
153672796,SOCIALAUTO,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,,,,,,146513395,"SNAPBACK CREATIVE, LLC",1733 US 97,,MADRAS,OR,97741
153672796,SOCIALAUTO,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1733 US 97,,MADRAS,OR,97741
153690699,I.N.S. FARMS,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,SERGEI,,OVCHINNIKOV,,,,,PO BOX 1010,,WOODBURN,OR,97071
153690699,I.N.S. FARMS,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,32208 S BURKERT RD,,WOODBURN,OR,97071
153689790,"PRIME LOCUMS, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,4730 S FORT APACHE RD STE 300,,LAS VEGAS,NV,89147
153689790,"PRIME LOCUMS, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4730 S FORT APACHE RD STE 300,,LAS VEGAS,NV,89147
153689790,"PRIME LOCUMS, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,75788399,REGISTERED AGENTS INC,5305 RIVER RD N STE B,,KEIZER,OR,97303
153689790,"PRIME LOCUMS, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,75788399,"REGISTERED AGENTS INC, A CORPORATION OF WYOMING",5305 RIVER RD N STE B,,KEIZER,OR,97303
153677498,SOLSTICE BLENDS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,2546 NE 16TH AVE,,PORTLAND,OR,97212
153677498,SOLSTICE BLENDS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2546 NE 16TH AVE,,PORTLAND,OR,97212
153677498,SOLSTICE BLENDS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,CARLA,RIDGWAY,AGUAS,,,,,2546 NE 16TH AVE,,PORTLAND,OR,97212
153614293,"DIVINE OPERATIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,807 VINCENT ST,,EUGENE,OR,97401
153614293,"DIVINE OPERATIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,807 VINCENT ST,,EUGENE,OR,97401
153614293,"DIVINE OPERATIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,NIYAH,S T,ROSS,,,,,807 VINCENT ST,,EUGENE,OR,97401
153682498,"GLASGOW PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,14184 SE 120TH PL,,CLACKAMAS,OR,97015
153682498,"GLASGOW PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,14184 SE 120TH PL,,CLACKAMAS,OR,97015
153682498,"GLASGOW PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,SHANE,RUSSELL,GLASGOW,,,,,14184 SE 120TH PL,,CLACKAMAS,OR,97015
153681599,"K & H HOME INSPECTIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,1160 FIR AVENUE,,TILLAMOOK,OR,97141
153681599,"K & H HOME INSPECTIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1106 FIR AVENUE,,TILLAMOOK,OR,97141
153681599,"K & H HOME INSPECTIONS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,EUGENE,,KYNISTON,,,,,1106 FIR AVENUE,,TILLAMOOK,OR,97141
153691598,GOLDEN CORP,DOMESTIC BUSINESS CORPORATION,03/15/2019,MAILING ADDRESS,,,,,,,,1511 SW PARK AVE APT 107,,PORTLAND,OR,97201
153691598,GOLDEN CORP,DOMESTIC BUSINESS CORPORATION,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1511 SW PARK AVE APT 107,,PORTLAND,OR,97201
153691598,GOLDEN CORP,DOMESTIC BUSINESS CORPORATION,03/15/2019,REGISTERED AGENT,,,,,,85875095,LEGALINC CORPORATE SERVICES INC,942 WINDEMERE DRIVE NW,,SALEM,OR,97304
153691895,INFINITY HEMP,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,KEVIN,R,BURCH,,,,,1141 KINCAID RD,,WILLIAMS,OR,97544
153691895,INFINITY HEMP,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1141 KINCAID RD,,WILLIAMS,OR,97544
153691697,ARCHWAY MARKET,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,,,,,,153285896,"SWM ENTERPRISES, LLC",2397 NW KINGS BLVD #173,,CORVALLIS,OR,97330
153691697,ARCHWAY MARKET,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,701 NW BEACH DR,,NEWPORT,OR,97365
153689691,PRS INSURANCE,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,,,,,,100055490,"PUBLIC RETIREMENT SOLUTIONS, INCORPORATED",151 SW 1ST ST,,ONTARIO,OR,97914
153689691,PRS INSURANCE,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,151 SW 1ST ST,,ONTARIO,OR,97914
153692091,IMNAHA STORE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,PO BOX 495,,ENTERPRISE,OR,97828
153692091,IMNAHA STORE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,79015 HAT POINT RD,,IMNAHA,OR,97842
153692091,IMNAHA STORE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,CODY,,MAWHINNEY,,,,,79015 HAT POINT RD,,IMNAHA,OR,97842
153693099,KTR HOLDINGS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,16200 SW PACIFIC HWY STE H277,,TIGARD,OR,97224
153693099,KTR HOLDINGS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,13318 DOMINIC ROAD NE,,MT ANGEL,OR,97362
153693099,KTR HOLDINGS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,113024491,"DOUGLAS S CHIAPUZIO, PC",7307 SW BEVELAND RD STE 200,,TIGARD,OR,97223
153692893,LIFESTYLE NORTHWEST LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,725 HICKORY ST NW APT 101,,ALBANY,OR,97321
153692893,LIFESTYLE NORTHWEST LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,725 HICKORY ST NW APT 101,,ALBANY,OR,97321
153692893,LIFESTYLE NORTHWEST LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,ZETH,,OWEN,,,,,725 HICKORY ST NW APT 101,,ALBANY,OR,97321
153693297,DESERT SAFARI LLC,FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,3373 WYNN RD SUITE C,,LAS VEGAS,NV,89102
153693297,DESERT SAFARI LLC,FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,62388 HIGHWAY 204,,WESTON,OR,97886
153693297,DESERT SAFARI LLC,FOREIGN LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,MARGARETHA,,BREYTENBACH,,,,,62388 HIGHWAY 204,,WESTON,OR,97886
153693990,CDELECTRIC LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,61415 STEENS MOUNTAIN LOOP,,BEND,OR,97702
153693990,CDELECTRIC LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,61415 STEENS MOUNTAIN LOOP,,BEND,OR,97702
153693990,CDELECTRIC LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,DAVE,,MILNE,,,,,61415 STEENS MOUNTAIN LOOP,,BEND,OR,97702
153693693,J.W. FELDMAN CARS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,11955 SW FAIRCREST ST,,PORTLAND,OR,97225
153693693,J.W. FELDMAN CARS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,11955 SW FAIRCREST ST,,PORTLAND,OR,97225
153693693,J.W. FELDMAN CARS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,36928695,"DK OREGON, INC.",111 SW 5TH AVE STE 1500,,PORTLAND,OR,97204
153694295,DAR SCHMID SOLE PROPRIETOR,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,DAR,GLENN,SCHMID,,,,,1016 W PUEBLO ST,,BOISE,ID,83702
153694295,DAR SCHMID SOLE PROPRIETOR,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,581 SW 33RD ST,,ONTARIO,OR,97914
153694097,ANTIQUITY CONSTRUCTION,ASSUMED BUSINESS NAME,03/15/2019,AUTHORIZED REPRESENTATIVE,JAMES,A,STOCKHAM,,,,,28800 SALMON RIVER HWY,,GRAND RONDE,OR,97347
153694097,ANTIQUITY CONSTRUCTION,ASSUMED BUSINESS NAME,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,28800 SALMON RIVER HWY,,GRAND RONDE,OR,97347
153693495,BETTER TOMORROW LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,1158 HIGH ST STE 101,,EUGENE,OR,97401
153693495,BETTER TOMORROW LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,474 W 29TH AVE,,EUGENE,OR,97405
153693495,BETTER TOMORROW LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,6937098,"JILL R. FETHERSTONHAUGH, PC",1158 HIGH ST STE 101,,EUGENE,OR,97401
153693495,BETTER TOMORROW LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,6937098,"JRF, P.C.",1158 HIGH ST STE 101,,EUGENE,OR,97401
153693396,OREGONSHO LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,MAILING ADDRESS,,,,,,,,9816 NW BRIE CT,,PORTLAND,OR,97229
153693396,OREGONSHO LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,9816 NW BRIE CT,,PORTLAND,OR,97229
153693396,OREGONSHO LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/15/2019,REGISTERED AGENT,,,,,,51329093,NORTHWEST REGISTERED AGENT LLC,5305 RIVER RD N STE B,,KEIZER,OR,97303
